% Model,RG58-RLGC.mph,,,,,
% Version,COMSOL 6.3.0.290,,,,,
% Date,"Sep 3 2026, 20:13",,,,,
% Table,浼犺緭绾垮弬鏁?(tlp1) 1 - ,,,,,
% freq (Hz),单位长度串联电阻(Ohm/m),单位长度串联电感(H/m),单位长度并联电导(S/m),单位长度并联电容(F/m),特性阻抗（Ohm）,传播常数 (1/m)
22260000,0.566156728,2.41E-07,5.29E-14,1.05E-10,47.85312414755162-0.40113305837947133i,0.005915567043966377+0.7056969205691608i
22280000,0.566407122,2.41E-07,5.29E-14,1.05E-10,47.85294367998817-0.400951736273685i,0.005918205633111313+0.7063283061414359i
22300000,0.566657399,2.41E-07,5.29E-14,1.05E-10,47.85276345957726-0.40077065641628595i,0.005920842996146328+0.7069596905826954i
22320000,0.56690756,2.41E-07,5.29E-14,1.05E-10,47.85258348577577-0.40058981827466755i,0.005923479134825158+0.7075910738947351i
22340000,0.567157604,2.41E-07,5.29E-14,1.05E-10,47.85240375801351-0.40040922133174045i,0.005926114051102955+0.7082224560789219i
22360000,0.567407534,2.41E-07,5.29E-14,1.05E-10,47.852224275761316-0.4002288650617589i,0.005928747746779195+0.7088538371371926i
22380000,0.567657347,2.41E-07,5.29E-14,1.05E-10,47.85204503845334-0.40004874895192405i,0.005931380223817469+0.7094852170709176i
22400000,0.567907045,2.41E-07,5.29E-14,1.05E-10,47.85186604553856-0.399868872479584i,0.005934011484008041+0.7101165958816628i
22420000,0.568156628,2.41E-07,5.29E-14,1.05E-10,47.85168729647694-0.39968923512718585i,0.0059366415291890375+0.7107479735711097i
22440000,0.568406096,2.41E-07,5.29E-14,1.05E-10,47.851508790724104-0.39950983638124776i,0.005939270361231859+0.7113793501408667i
22460000,0.568655448,2.41E-07,5.29E-14,1.05E-10,47.8513305277287-0.39933067573443026i,0.005941897982071991+0.7120107255923985i
22480000,0.568904687,2.41E-07,5.29E-14,1.05E-10,47.85115250696281-0.39915175267071296i,0.005944524393488766+0.7126420999274924i
22500000,0.56915381,2.41E-07,5.29E-14,1.05E-10,47.85097472786952-0.3989730666754643i,0.005947149597254886+0.7132734731474771i
22520000,0.569402819,2.41E-07,5.29E-14,1.05E-10,47.85079718991821-0.3987946172475068i,0.0059497735953164925+0.7139048452540422i
22540000,0.569651714,2.41E-07,5.29E-14,1.05E-10,47.85061989257302-0.3986164038732064i,0.005952396389407139+0.7145362162487695i
22560000,0.569900495,2.41E-07,5.29E-14,1.05E-10,47.85044283528833-0.3984384260547361i,0.005955017981469446+0.7151675861330715i
22580000,0.570149162,2.41E-07,5.29E-14,1.05E-10,47.850266017543326-0.39826068328054376i,0.005957638373214258+0.7157989549086934i
22600000,0.570397715,2.41E-07,5.29E-14,1.05E-10,47.85008943879562-0.39808317505458674i,0.00596025756655764+0.7164303225770435i
22620000,0.570646155,2.41E-07,5.29E-14,1.05E-10,47.849913098519565-0.39790590087110916i,0.0059628755632437245+0.7170616891397436i
22640000,0.570894481,2.41E-07,5.29E-14,1.05E-10,47.84973699618477-0.3977288602332745i,0.005965492365123577+0.7176930545983099i
22660000,0.571142695,2.41E-07,5.29E-14,1.05E-10,47.84956113126716-0.3975520526395465i,0.00596810797395148+0.7183244189543386i
22680000,0.571390795,2.41E-07,5.29E-14,1.05E-10,47.8493855032316-0.39737547760191444i,0.0059707223916583285+0.7189557822092277i
22700000,0.571638782,2.41E-07,5.29E-14,1.05E-10,47.84921011156113-0.3971991346146597i,0.005973335619882849+0.7195871443646192i
22720000,0.571886657,2.41E-07,5.29E-14,1.05E-10,47.849034955729614-0.397023023192137i,0.005975947660539065+0.7202185054219866i
22740000,0.572134419,2.41E-07,5.29E-14,1.05E-10,47.84886003521232-0.39684714283645756i,0.005978558515330855+0.7208498653827994i
22760000,0.572382069,2.41E-07,5.29E-14,1.05E-10,47.84868534950095-0.39667149306167104i,0.005981168186115698+0.7214812242487462i
22780000,0.572629607,2.41E-07,5.29E-14,1.05E-10,47.848510898066365-0.39649607337510384i,0.005983776674623862+0.7221125820211739i
22800000,0.572877032,2.41E-07,5.29E-14,1.05E-10,47.848336680392485-0.3963208832932277i,0.005986383982697699+0.7227439387016069i
22820000,0.573124346,2.41E-07,5.29E-14,1.05E-10,47.84816269596581-0.39614592232371754i,0.005988990112020834+0.7233752942915666i
22840000,0.573371549,2.41E-07,5.29E-14,1.05E-10,47.84798894427123-0.39597118998856157i,0.005991595064467465+0.7240066487925333i
22860000,0.573618639,2.41E-07,5.29E-14,1.05E-10,47.84781542480458-0.39579668580200617i,0.0059941988417691544+0.7246380022061206i
22880000,0.573865619,2.41E-07,5.29E-14,1.05E-10,47.84764213704766-0.39562240927719i,0.0059968014456149715+0.7252693545337069i
22900000,0.574112487,2.41E-07,5.29E-14,1.05E-10,47.84746908048336-0.3954483599357464i,0.005999402877797015+0.7259007057766543i
22920000,0.574359245,2.41E-07,5.29E-14,1.05E-10,47.84729625462345-0.3952745373045368i,0.0060020031401614975+0.7265320559367471i
22940000,0.574605891,2.41E-07,5.29E-14,1.05E-10,47.84712365893974-0.3951009409004794i,0.006004602234378275+0.727163405015115i
22960000,0.574852427,2.41E-07,5.29E-14,1.05E-10,47.84695129295153-0.3949275702451097i,0.006007200162162066+0.7277947530136102i
22980000,0.575098852,2.41E-07,5.29E-14,1.05E-10,47.84677915613321-0.3947544248692165i,0.006009796925342907+0.7284260999333528i
23000000,0.575345167,2.41E-07,5.29E-14,1.05E-10,47.84660724800026-0.394581504292783i,0.006012392525561352+0.7290574457760657i
23020000,0.575591372,2.41E-07,5.29E-14,1.05E-10,47.84643556803388-0.3944088080522103i,0.006014986964682998+0.7296887905429338i
23040000,0.575837467,2.41E-07,5.29E-14,1.05E-10,47.84626411575281-0.39423633566624305i,0.0060175802442793275+0.730320134235683i
23060000,0.576083452,2.41E-07,5.29E-14,1.05E-10,47.84609289065215-0.39406408667470644i,0.006020172366218285+0.7309514768556448i
23080000,0.576329328,2.41E-07,5.29E-14,1.05E-10,47.845921892240064-0.3938920606008691i,0.0060227633320903366+0.7315828184043296i
23100000,0.576575094,2.41E-07,5.29E-14,1.05E-10,47.8457511200119-0.39372025698796353i,0.006025353143766206+0.7322141588830277i
23120000,0.57682075,2.41E-07,5.29E-14,1.05E-10,47.84558057349002-0.39354867536221344i,0.0060279418028318385+0.7328454982934088i
23140000,0.577066298,2.41E-07,5.29E-14,1.05E-10,47.84541025216626-0.39337731526436825i,0.006030529311070852+0.7334768366366634i
23160000,0.577311736,2.41E-07,5.29E-14,1.05E-10,47.84524015555303-0.39320617622775816i,0.0060331156701285615+0.734108173914254i
23180000,0.577557066,2.41E-07,5.29E-14,1.05E-10,47.845070283181165-0.3930352577985895i,0.006035700881823365+0.7347395101279114i
23200000,0.577802287,2.41E-07,5.29E-14,1.05E-10,47.844900634543485-0.39286455950686033i,0.00603828494770048+0.7353708452787546i
23220000,0.578047399,2.41E-07,5.29E-14,1.05E-10,47.8447312091562-0.3926940809018129i,0.006040867869576186+0.7360021793682291i
23240000,0.578292403,2.41E-07,5.29E-14,1.05E-10,47.84456200654545-0.39252382152010395i,0.006043449649049217+0.736633512397921i
23260000,0.578537299,2.41E-07,5.29E-14,1.05E-10,47.844393026224054-0.3923537809117933i,0.00604603028790016+0.7372648443691704i
23280000,0.578782086,2.41E-07,5.29E-14,1.05E-10,47.84422426769647-0.3921839586200305i,0.006048609787779295+0.7378961752831771i
23300000,0.579026766,2.41E-07,5.29E-14,1.05E-10,47.84405573049976-0.3920143541863013i,0.006051188150286923+0.7385275051416089i
23320000,0.579271338,2.41E-07,5.29E-14,1.05E-10,47.84388741414822-0.39184496716833933i,0.006053765377250126+0.7391588339457623i
23340000,0.579515803,2.41E-07,5.29E-14,1.05E-10,47.843719318165746-0.3916757971038045i,0.006056341470162089+0.7397901616970503i
23360000,0.57976016,2.41E-07,5.29E-14,1.05E-10,47.84355144207724-0.39150684355598486i,0.0060589164308881265+0.7404214883968788i
23380000,0.58000441,2.41E-07,5.29E-14,1.05E-10,47.84338378540065-0.39133810606409375i,0.006061490260897582+0.7410528140465283i
23400000,0.580248552,2.41E-07,5.29E-14,1.05E-10,47.843216347672126-0.39116958419107517i,0.0060640629620031476+0.7416841386475221i
23420000,0.580492588,2.41E-07,5.29E-14,1.05E-10,47.84304912842418-0.3910012774848773i,0.006066634535761793+0.7423154622013168i
23440000,0.580736517,2.41E-07,5.29E-14,1.05E-10,47.84288212717618-0.39083318550678775i,0.006069204983913595+0.7429467847091301i
23460000,0.58098034,2.41E-07,5.29E-14,1.05E-10,47.8427153434555-0.3906653078074318i,0.006071774308009687+0.7435781061722812i
23480000,0.581224056,2.41E-07,5.29E-14,1.05E-10,47.842548776806005-0.39049764395171926i,0.006074342509799573+0.7442094265923195i
23500000,0.581467665,2.41E-07,5.29E-14,1.05E-10,47.84238242675059-0.3903301934931066i,0.006076909590831457+0.7448407459704514i
23520000,0.581711169,2.41E-07,5.29E-14,1.05E-10,47.84221629282948-0.3901629559978344i,0.0060794755528289866+0.7454720643081193i
23540000,0.581954566,2.41E-07,5.29E-14,1.05E-10,47.84205037457611-0.3899959310217266i,0.006082040397330386+0.7461033816066348i
23560000,0.582197858,2.41E-07,5.29E-14,1.05E-10,47.841884671533336-0.38982911813474547i,0.006084604126071104+0.7467346978674445i
23580000,0.582441044,2.41E-07,5.29E-14,1.05E-10,47.84171918323937-0.38966251689410386i,0.006087166740564459+0.747366013091875i
23600000,0.582684124,2.41E-07,5.29E-14,1.05E-10,47.84155390923681-0.38949612687423896i,0.0060897282425698+0.7479973272813245i
23620000,0.582927099,2.41E-07,5.29E-14,1.05E-10,47.8413888490554-0.38932994763268536i,0.00609228863355928+0.7486286404369451i
23640000,0.583169969,2.41E-07,5.29E-14,1.05E-10,47.841224002242484-0.3891639787458652i,0.0060948479152775+0.7492599525601511i
23660000,0.583412733,2.41E-07,5.29E-14,1.05E-10,47.84105936835278-0.38899821977691074i,0.006097406089238217+0.74989126365244i
23680000,0.583655393,2.41E-07,5.29E-14,1.05E-10,47.840894946914894-0.38883267030142216i,0.006099963157127688+0.750522573714883i
23700000,0.583897948,2.41E-07,5.29E-14,1.05E-10,47.84073073749181-0.388667329884752i,0.006102519120448794+0.7511538827490665i
23720000,0.584140398,2.41E-07,5.29E-14,1.05E-10,47.84056673962185-0.38850219810802333i,0.006105073980929075+0.7517851907561522i
23740000,0.584382744,2.41E-07,5.29E-14,1.05E-10,47.840402952860074-0.3883372745427627i,0.006107627740123111+0.7524164977375608i
23760000,0.584624986,2.41E-07,5.29E-14,1.05E-10,47.84023937675581-0.3881725587584748i,0.006110180399530878+0.7530478036945906i
23780000,0.584867123,2.41E-07,5.29E-14,1.05E-10,47.8400760108504-0.388008050341403i,0.006112731960893197+0.7536791086283849i
23800000,0.585109157,2.41E-07,5.29E-14,1.05E-10,47.83991285471803-0.38784374886072776i,0.006115282425659956+0.7543104125405855i
23820000,0.585351086,2.41E-07,5.29E-14,1.05E-10,47.839749907894664-0.38767965390321i,0.006117831795535633+0.7549417154322068i
23840000,0.585592912,2.41E-07,5.29E-14,1.05E-10,47.839587169937545-0.38751576504257584i,0.006120380071997001+0.7555730173045827i
23860000,0.585834634,2.41E-07,5.29E-14,1.05E-10,47.839424640413526-0.3873520818619365i,0.006122927256646476+0.7562043181591613i
23880000,0.586076253,2.41E-07,5.29E-14,1.05E-10,47.839262318880934-0.38718860394435856i,0.006125473351063763+0.7568356179972447i
23900000,0.586317768,2.41E-07,5.29E-14,1.05E-10,47.83910020489559-0.3870253308787421i,0.0061280183568987925+0.7574669168200667i
23920000,0.586559181,2.41E-07,5.29E-14,1.05E-10,47.83893829801734-0.3868622622394925i,0.006130562275549988+0.758098214628897i
23940000,0.58680049,2.41E-07,5.29E-14,1.05E-10,47.83877659780268-0.3866993976240164i,0.006133105108758101+0.7587295114249402i
23960000,0.587041697,2.41E-07,5.29E-14,1.05E-10,47.838615103825155-0.3865367366104714i,0.0061356468579369635+0.759360807209644i
23980000,0.587282801,2.41E-07,5.29E-14,1.05E-10,47.83845381564787-0.38637427879298747i,0.006138187524731722+0.7599921019842563i
24000000,0.587523802,2.41E-07,5.29E-14,1.05E-10,47.83829273282459-0.38621202375597i,0.006140727110611513+0.760623395749871i
24020000,0.587764701,2.41E-07,5.29E-14,1.05E-10,47.83813185493906-0.3860499710917793i,0.006143265617149975+0.7612546885080264i
24040000,0.588005498,2.41E-07,5.29E-14,1.05E-10,47.83797118155596-0.38588812040212633i,0.0061458030460480135+0.7618859802599288i
24060000,0.588246193,2.41E-07,5.29E-14,1.05E-10,47.837810712239815-0.385726471263234i,0.00614833939857926+0.7625172710067729i
24080000,0.588486785,2.41E-07,5.29E-14,1.05E-10,47.837650446562-0.3855650232776942i,0.00615087467641544+0.7631485607498256i
24100000,0.588727276,2.41E-07,5.29E-14,1.05E-10,47.83749038408773-0.38540377604088943i,0.006153408881092204+0.7637798494902448i
24120000,0.588967666,2.41E-07,5.29E-14,1.05E-10,47.83733052440567-0.385242729155469i,0.006155942014239847+0.7644111372295361i
24140000,0.589207953,2.41E-07,5.29E-14,1.05E-10,47.83717086707664-0.38508188220622086i,0.006158474077181901+0.7650424239687311i
24160000,0.58944814,2.41E-07,5.29E-14,1.05E-10,47.83701141168947-0.384921234794445i,0.006161005071484299+0.7656737097093016i
24180000,0.589688225,2.41E-07,5.29E-14,1.05E-10,47.836852157811215-0.3847607865324982i,0.0061635349988688+0.766304994452328i
24200000,0.589928209,2.41E-07,5.29E-14,1.05E-10,47.836693105016835-0.3846005370035399i,0.00616606386056863+0.766936278199009i
24220000,0.590168092,2.41E-07,5.29E-14,1.05E-10,47.83653425289836-0.3844404858176283i,0.006168591658226538+0.7675675609507958i
24240000,0.590407875,2.41E-07,5.29E-14,1.05E-10,47.83637560102633-0.3842806325771939i,0.006171118393342075+0.7681988427087676i
24260000,0.590647556,2.41E-07,5.29E-14,1.05E-10,47.836217148975884-0.3841209768968618i,0.006173644067589731+0.7688301234740574i
24280000,0.590887138,2.41E-07,5.29E-14,1.05E-10,47.83605889634602-0.38396151836146764i,0.006176168682144332+0.7694614032481507i
24300000,0.591126618,2.41E-07,5.29E-14,1.05E-10,47.83590084271478-0.3838022565885255i,0.006178692238684864+0.7700926820321857i
24320000,0.591365999,2.41E-07,5.29E-14,1.05E-10,47.835742987660765-0.38364319118511664i,0.006181214738701918+0.7707239598272838i
24340000,0.59160528,2.41E-07,5.29E-14,1.05E-10,47.835585330784774-0.3834843217650239i,0.006183736183773309+0.7713552366348984i
24360000,0.59184446,2.41E-07,5.29E-14,1.05E-10,47.83542787165321-0.383325647924931i,0.006186256575180481+0.7719865124559139i
24380000,0.592083541,2.41E-07,5.29E-14,1.05E-10,47.835270609872246-0.38316716928299094i,0.006188775914530178+0.7726177872918237i
24400000,0.592322522,2.41E-07,5.29E-14,1.05E-10,47.83511354502296-0.3830088854498316i,0.006191294203287364+0.7732490611437072i
24420000,0.592561404,2.41E-07,5.29E-14,1.05E-10,47.8349566766918-0.38285079604713046i,0.00619381144307503+0.773880334012694i
24440000,0.592800186,2.41E-07,5.29E-14,1.05E-10,47.83480000449243-0.3826929006696356i,0.006196327635060222+0.7745116059003514i
24460000,0.593038869,2.41E-07,5.29E-14,1.05E-10,47.834643527993364-0.3825351989440275i,0.006198842780905804+0.7751428768074743i
24480000,0.593277453,2.41E-07,5.29E-14,1.05E-10,47.834487246791255-0.38237769048436665i,0.006201356882050277+0.7757741467353012i
24500000,0.593515938,2.41E-07,5.29E-14,1.05E-10,47.83433116049907-0.38222037491639527i,0.006203869940101295+0.776405415685316i
24520000,0.593754324,2.41E-07,5.29E-14,1.05E-10,47.834175268703845-0.3820632518398978i,0.006206381956224989+0.777036683658557i
24540000,0.593992612,2.41E-07,5.29E-14,1.05E-10,47.83401957099572-0.38190632088598175i,0.0062088929320755215+0.7776679506560925i
24560000,0.594230801,2.41E-07,5.29E-14,1.05E-10,47.83386406698834-0.3817495816718266i,0.0062114028690608844+0.7782992166793509i
24580000,0.594468891,2.41E-07,5.29E-14,1.05E-10,47.83370875626276-0.3815930338252958i,0.006213911768742753+0.7789304817292089i
24600000,0.594706884,2.41E-07,5.29E-14,1.05E-10,47.8335536384343-0.38143667695603917i,0.006216419632366237+0.779561745807079i
24620000,0.594944778,2.41E-07,5.29E-14,1.05E-10,47.83339871311256-0.3812805106929943i,0.00621892646147038+0.7801930089142631i
24640000,0.595182574,2.41E-07,5.29E-14,1.05E-10,47.83324397987933-0.3811245346684359i,0.006221432257629023+0.780824271051586i
24660000,0.595420272,2.41E-07,5.29E-14,1.05E-10,47.83308943835522-0.3809687484917247i,0.0062239370220221815+0.781455532220488i
24680000,0.595657873,2.41E-07,5.29E-14,1.05E-10,47.83293508812991-0.38081315179802744i,0.006226440756231036+0.782086792421873i
24700000,0.595895376,2.41E-07,5.29E-14,1.05E-10,47.83278092882406-0.38065774421404686i,0.006228943461679046+0.7827180516571464i
24720000,0.596132781,2.41E-07,5.29E-14,1.05E-10,47.83262696004766-0.3805025253742966i,0.006231445139897692+0.7833493099275028i
24740000,0.59637009,2.41E-07,5.29E-14,1.05E-10,47.8324731814016-0.38034749489439457i,0.00623394579208949+0.7839805672339828i
24760000,0.596607301,2.41E-07,5.29E-14,1.05E-10,47.832319592488204-0.38019265240953787i,0.006236445419757592+0.7846118235776075i
24780000,0.596844415,2.41E-07,5.29E-14,1.05E-10,47.83216619294303-0.3800379975561603i,0.00623894402440633+0.7852430789599513i
24800000,0.597081432,2.41E-07,5.29E-14,1.05E-10,47.832012982348985-0.37988352996849434i,0.006241441607484354+0.7858743333816719i
24820000,0.597318352,2.41E-07,5.29E-14,1.05E-10,47.831859960331904-0.3797292492679899i,0.006243938170211014+0.7865055868441453i
24840000,0.597555176,2.41E-07,5.29E-14,1.05E-10,47.83170712651564-0.3795751550938578i,0.006246433714077612+0.7871368393486621i
24860000,0.597791903,2.41E-07,5.29E-14,1.05E-10,47.831554480499285-0.3794212470858062i,0.006248928240564752+0.7877680908961131i
24880000,0.598028534,2.41E-07,5.29E-14,1.05E-10,47.83140202190953-0.3792675248822412i,0.006251421751112295+0.7883993414878011i
24900000,0.598265068,2.41E-07,5.29E-14,1.05E-10,47.831249750360534-0.37911398810677965i,0.006253914246897077+0.7890305911248141i
24920000,0.598501507,2.41E-07,5.29E-14,1.05E-10,47.83109766547482-0.3789606364079302i,0.006256405729486907+0.7896618398083556i
24940000,0.598737849,2.41E-07,5.29E-14,1.05E-10,47.83094576685559-0.37880746942160826i,0.006258896200222898+0.7902930875392892i
24960000,0.598974096,2.41E-07,5.29E-14,1.05E-10,47.830794054141954-0.37865448679680574i,0.006261385660643119+0.7909243343190545i
24980000,0.599210247,2.41E-07,5.29E-14,1.05E-10,47.830642526946555-0.37850168815847995i,0.0062638741118692075+0.7915555801486261i
25000000,0.599446302,2.41E-07,5.29E-14,1.05E-10,47.830491184899785-0.3783490731569604i,0.006266361555423163+0.7921868250292513i
25020000,0.599682262,2.41E-07,5.29E-14,1.05E-10,47.83034002760781-0.37819664143416437i,0.006268847992669154+0.7928180689617752i
25040000,0.599918127,2.41E-07,5.29E-14,1.05E-10,47.83018905471968-0.37804439264327777i,0.006271333425139147+0.7934493119477123i
25060000,0.600153896,2.41E-07,5.29E-14,1.05E-10,47.83003826583463-0.3778923264126217i,0.0062738178539339775+0.794080553987741i
25080000,0.60038957,2.41E-07,5.29E-14,1.05E-10,47.82988766060481-0.3777404423963336i,0.00627630128056369+0.7947117950833907i
25100000,0.60062515,2.41E-07,5.29E-14,1.05E-10,47.82973723863823-0.3775887402466696i,0.006278783706488779+0.7953430352354475i
25120000,0.600860634,2.41E-07,5.29E-14,1.05E-10,47.829586999573365-0.37743721959813503i,0.006281265132855892+0.7959742744451817i
25140000,0.601096024,2.41E-07,5.29E-14,1.05E-10,47.82943694304071-0.3772858801070347i,0.006283745561155302+0.7966055127137025i
25160000,0.601331319,2.41E-07,5.29E-14,1.05E-10,47.82928706866145-0.377134721423231i,0.006286224992751828+0.7972367500419623i
25180000,0.60156652,2.41E-07,5.29E-14,1.05E-10,47.8291373760827-0.3769837432025347i,0.006288703429090782+0.7978679864313037i
25200000,0.601801627,2.41E-07,5.29E-14,1.05E-10,47.8289878649193-0.37683294508315784i,0.006291180871305553+0.7984992218825291i
25220000,0.602036639,2.41E-07,5.29E-14,1.05E-10,47.82883853482016-0.3766823267231135i,0.006293657320841189+0.7991304563969863i
25240000,0.602271558,2.41E-07,5.29E-14,1.05E-10,47.82868938542101-0.3765318877774162i,0.006296132779074343+0.7997616899757704i
25260000,0.602506382,2.41E-07,5.29E-14,1.05E-10,47.82854041634014-0.3763816279056803i,0.006298607247440557+0.8003929226196884i
25280000,0.602741113,2.41E-07,5.29E-14,1.05E-10,47.82839162722929-0.3762315467507537i,0.006301080727076366+0.8010241543300675i
25300000,0.60297575,2.41E-07,5.29E-14,1.05E-10,47.82824301772864-0.376081643974045i,0.006303553219410576+0.8016553851080357i
25320000,0.603210294,2.41E-07,5.29E-14,1.05E-10,47.82809458746008-0.37593191923285774i,0.006306024725785153+0.8022866149543898i
25340000,0.603444744,2.41E-07,5.29E-14,1.05E-10,47.827946336076664-0.37578237219426713i,0.006308495247687914+0.8029178438704265i
25360000,0.603679101,2.41E-07,5.29E-14,1.05E-10,47.82779826321429-0.3756330024974704i,0.006310964786120623+0.8035490718571319i
25380000,0.603913365,2.41E-07,5.29E-14,1.05E-10,47.8276503685173-0.3754838098143141i,0.006313433342615069+0.8041802989156371i
25400000,0.604147536,2.41E-07,5.29E-14,1.05E-10,47.8275026516352-0.3753347938096995i,0.0063159009185686016+0.8048115250471192i
25420000,0.604381614,2.41E-07,5.29E-14,1.05E-10,47.82735511219227-0.3751859541297505i,0.006318367515044658+0.8054427502523188i
25440000,0.604615599,2.41E-07,5.29E-14,1.05E-10,47.82720774985453-0.37503729044684536i,0.006320833133530373+0.8060739745326592i
25460000,0.604849491,2.41E-07,5.29E-14,1.05E-10,47.82706056424259-0.3748888024210192i,0.006323297775287402+0.8067051978887865i
25480000,0.605083291,2.41E-07,5.29E-14,1.05E-10,47.82691355503484-0.37474048972107776i,0.006325761441707316+0.8073364203222894i
25500000,0.605316999,2.41E-07,5.29E-14,1.05E-10,47.82676672185166-0.37459235201419055i,0.006328224134136601+0.8079676418337721i
25520000,0.605550614,2.41E-07,5.29E-14,1.05E-10,47.82662006436201-0.37444438895381954i,0.00633068585367227+0.808598862424631i
25540000,0.605784137,2.41E-07,5.29E-14,1.05E-10,47.82647358219418-0.37429660021280503i,0.006333146601720895+0.8092300820955615i
25560000,0.606017568,2.41E-07,5.29E-14,1.05E-10,47.8263272750194-0.37414898546648345i,0.006335606379713999+0.8098613008479679i
25580000,0.606250907,2.41E-07,5.29E-14,1.05E-10,47.82618114246692-0.3740015443689972i,0.0063380651887066574+0.810492518682519i
25600000,0.606484155,2.41E-07,5.29E-14,1.05E-10,47.826035184212536-0.3738542765967061i,0.006340523030112513+0.8111237356006625i
25620000,0.606717311,2.41E-07,5.29E-14,1.05E-10,47.82588939988998-0.3737071818196839i,0.0063429799052212715+0.8117549516031058i
25640000,0.606950375,2.41E-07,5.29E-14,1.05E-10,47.82574378916549-0.3735602597153684i,0.006345435815430277+0.8123861666910925i
25660000,0.607183348,2.41E-07,5.29E-14,1.05E-10,47.8255983516868-0.37341350994195605i,0.006347890761792749+0.8130173808655421i
25680000,0.607416229,2.41E-07,5.29E-14,1.05E-10,47.825453087115704-0.37326693217988616i,0.006350344745722072+0.8136485941275774i
25700000,0.60764902,2.41E-07,5.29E-14,1.05E-10,47.825307995100644-0.37312052610031504i,0.006352797768456744+0.8142798064780914i
25720000,0.607881719,2.41E-07,5.29E-14,1.05E-10,47.82516307530805-0.3729742913868879i,0.00635524983143058+0.8149110179182546i
25740000,0.608114327,2.41E-07,5.29E-14,1.05E-10,47.82501832739718-0.372828227701197i,0.006357700935684672+0.8155422284491132i
25760000,0.608346845,2.41E-07,5.29E-14,1.05E-10,47.82487375101695-0.3726823347227914i,0.006360151082548468+0.8161734380714964i
25780000,0.608579272,2.41E-07,5.29E-14,1.05E-10,47.824729345837895-0.3725366121329873i,0.006362600273364752+0.8168046467866041i
25800000,0.608811608,2.41E-07,5.29E-14,1.05E-10,47.82458511151724-0.37239105961551183i,0.006365048509500483+0.8174358545953717i
25820000,0.609043854,2.41E-07,5.29E-14,1.05E-10,47.82444104772577-0.3722456768304852i,0.0063674957919021904+0.8180670614989667i
25840000,0.60927601,2.41E-07,5.29E-14,1.05E-10,47.824297154109004-0.372100463470286i,0.006369942122050569+0.8186982674981014i
25860000,0.609508075,2.41E-07,5.29E-14,1.05E-10,47.82415343035738-0.3719554192177154i,0.006372387501245875+0.8193294725942304i
25880000,0.60974005,2.41E-07,5.29E-14,1.05E-10,47.82400987610349-0.3718105437403696i,0.006374831930510959+0.8199606767878147i
25900000,0.609971936,2.41E-07,5.29E-14,1.05E-10,47.82386649104338-0.3716658367295077i,0.006377275411256986+0.8205918800803729i
25920000,0.610203731,2.41E-07,5.29E-14,1.05E-10,47.82372327481906-0.37152129786706295i,0.006379717944718576+0.8212230824724721i
25940000,0.610435437,2.41E-07,5.29E-14,1.05E-10,47.823580227117226-0.37137692684276513i,0.006382159532247685+0.8218542839654586i
25960000,0.610667053,2.41E-07,5.29E-14,1.05E-10,47.823437347593426-0.37123272332587764i,0.006384600174827592+0.8224854845600928i
25980000,0.610898579,2.41E-07,5.29E-14,1.05E-10,47.823294635934666-0.37108868701229336i,0.006387039873882545+0.8231166842576793i
26000000,0.611130017,2.41E-07,5.29E-14,1.05E-10,47.823152091792686-0.3709448175825669i,0.0063894786305563785+0.8237478830588864i
26020000,0.611361364,2.41E-07,5.29E-14,1.05E-10,47.8230097148418-0.3708011147355506i,0.006391916446291482+0.8243790809647629i
26040000,0.611592623,2.41E-07,5.29E-14,1.05E-10,47.82286750475931-0.37065757813976297i,0.006394353321990977+0.8250102779763888i
26060000,0.611823793,2.41E-07,5.29E-14,1.05E-10,47.822725461218624-0.370514207495143i,0.006396789259082831+0.8256414740947553i
26080000,0.612054874,2.41E-07,5.29E-14,1.05E-10,47.82258358388791-0.3703710024889692i,0.006399224258760426+0.8262726693207534i
26100000,0.612285866,2.41E-07,5.29E-14,1.05E-10,47.82244187244917-0.37022796281874487i,0.0064016583223772934+0.8269038636554855i
26120000,0.612516769,2.41E-07,5.29E-14,1.05E-10,47.82230032657894-0.3700850881572461i,0.006404091450843068+0.8275350570999472i
26140000,0.612747584,2.41E-07,5.29E-14,1.05E-10,47.82215894593966-0.36994237820678477i,0.006406523645561657+0.8281662496548874i
26160000,0.61297831,2.41E-07,5.29E-14,1.05E-10,47.822017730229845-0.36979983265988686i,0.006408954907751326+0.828797441321629i
26180000,0.613208948,2.41E-07,5.29E-14,1.05E-10,47.8218766791182-0.3696574512153511i,0.006411385238723155+0.8294286321010015i
26200000,0.613439498,2.41E-07,5.29E-14,1.05E-10,47.8217357922697-0.36951523355348337i,0.006413814639450989+0.8300598219937176i
26220000,0.61366996,2.41E-07,5.29E-14,1.05E-10,47.82159506937886-0.3693731793760205i,0.006416243111264215+0.8306910110010106i
26240000,0.613900333,2.41E-07,5.29E-14,1.05E-10,47.821454510128575-0.3692312883792334i,0.006418670655381221+0.8313221991238758i
26260000,0.614130619,2.41E-07,5.29E-14,1.05E-10,47.82131411419391-0.3690895602634111i,0.0064210972730743415+0.8319533863631716i
26280000,0.614360817,2.41E-07,5.29E-14,1.05E-10,47.821173881263476-0.3689479947136473i,0.006423522965335436+0.8325845727199719i
26300000,0.614590928,2.41E-07,5.29E-14,1.05E-10,47.82103381101412-0.36880659143331046i,0.006425947733457958+0.8332157581951123i
